,budget,genres,id,keywords,title,overview,popularity,production,runtime,tagline,vote_average,vote_count
2200,20000000,action  thriller  crime,15092,female nudity  prostitute  horse race  heart  strip club  electric shock  godzilla  sequel  tourette syndrome  gang  shootout  public sex  cigarette smoking  mansion  electrocution  foot chase  surgery  taser  duringcreditsstinger  flashback  absurdism  ultraviolence,crank  high voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery powered ticker that requires regular jolts of electricity to keep working ,35.542809,lakeshore entertainment  lionsgate  radical media,96.0,stay charged  stay alive ,5.9,861
2202,20000000,drama,15005,based on novel  persia  queen  esther,one night with the king,This amazing biblical drama chronicles the brave and historic legend of Hadassah  a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide  By revealing her heritage to the king  Esther thwarts the evil prime minister s plan to annihilate all Jews in the Persian Empire  The annual festival of Purim is inspired by her heroism ,3.476925,gener8xion entertainment,123.0,feel the touch of destiny,6.1,12
2207,20000000,action  adventure  drama  thriller,17134,police  cops  cat and mouse  family  revenge drama,12 rounds,When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist  the thief s girlfriend is accidentally killed  Hungry for revenge  the criminal mastermind breaks out of prison and kidnaps Danny s fiancee  To save her  Danny must successfully navigate his way through an elaborate series of tasks and puzzles  or else watch the love of his life die ,15.66135,the mark gordon company  fox atomic  20th century fox home entertainment  wwe studios  midnight sun pictures,108.0,survive all 12,5.7,220
2208,20000000,drama  horror  mystery,41402,vampire  child vampire  remake  bully  young boy  biting  dead boy  hammer horror  1980s,let me in,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian   A remake of the movie  Let The Right One In  which was an adaptation of a book ,19.705311,hammer film productions  efti  exclusive media group  overture films,116.0,innocence dies  abby doesn t ,6.7,641
2212,20000000,action  thriller,146198,heist  betrayal  dirty cop,triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town ,29.371987,worldview entertainment  anonymous content  madriver pictures  sierra pictures  surefire capital,115.0,the code on the street is never black   white,5.6,797
2215,20000000,drama,295964,london england  cook  restaurant  diva  career  kitchen  redemption  drug  drug addict  chef  come back,burnt,Adam Jones is a Chef who destroyed his career with drugs and diva behavior  He cleans up and returns to London  determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars ,30.477114,double feature films  peapie films  3 arts entertainment,100.0,never underestimate a man with everything to lose ,6.3,950
2219,21000000,drama,26171,family relationships  doctor  retired  visit  widower  duringcreditsstinger  heart trouble,everybody s fine,Eight months after the death of his wife  Frank Goode looks forward to a reunion with his four adult children  When all of them cancel their visits at the last minute  Frank  against the advice of his doctor  sets out on a road trip to reconnect with his offspring  As he visits each one in turn  Frank finds that his children s lives are not quite as picture perfect as they ve made them out to be ,15.440465,miramax films  hollywood gang productions  radar pictures,99.0,frank s travelling light but carrying excess baggage ,6.5,284
2220,0,comedy  family,31117,baby  baseball  scientific study  computer  genius  mind control  good vs evil  baby geniuses,superbabies  baby geniuses 2,Following on from the plot of the last movie  babies can communicate with each other using  baby talk   and have an innate knowledge of the secrets of the universe  The baby geniuses become involved in a scheme by media mogul Bill Biscane  Jon Voight   Helping the geniuses is a legendary superbaby named Kahuna  He joins up with several other babies in an attempt to stop Biscane  who intends to use a state of the art satellite system to control the world s population ,5.886228,crystal sky worldwide  triumph films,88.0,meet the new generation of superheroes ,1.9,35
2225,20000000,comedy  romance  crime  drama  mystery,171274,based on novel  1970s  private investigator  smoking marijuana  los angeles  1960s,inherent vice,In Los Angeles at the turn of the 1970s  drug fueled detective Larry  Doc  Sportello investigates the disappearance of an ex girlfriend ,45.742217,ghoulardi film company  warner bros   iac films,148.0,under the paving stones  the beach ,6.5,833
2226,0,family,24432,,doogal,This is the story of Doogal  an adorable candy loving mutt who goes on a mission to save the world ,1.682839,,85.0,things are about to get hairy ,3.2,18
2228,20000000,comedy  fantasy,13948,terrorist  parody  documentary filmmaker  sattire,an american carol,In An American Carol a cynical  Anti American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday  He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America ,2.605374,mpower pictures,83.0,laugh like you re country depends on it ,4.1,20
2233,20000000,comedy  drama  war,256962,japanese  world war ii  spirituality,little boy,An eight year old boy is willing to do whatever it takes to end World War II so he can bring his father home  The story reveals the indescribable love a father has for his little boy and the love a son has for his father ,12.232048,metanoia films  santa fé films,106.0,believe the impossible ,7.0,185
2234,15000000,drama  thriller,48231,based on novel  psychoanalysis  sigmund freud  biography  spanking  based on play  cigar smoking  cheating husband  based on true events,a dangerous method,Seduced by the challenge of an impossible case  the driven Dr  Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient  Jung s weapon is the method of his master  the renowned Sigmund Freud  Both men fall under Sabina s spell ,27.133277,recorded pictures company  the movie network  millbrook pictures  prospero pictures  lago film  dangerous method film ag,99.0,why deny what you desire the most ,6.2,571
